aadb,2=嗷嗷待哺
ivyb,2=嗤之以鼻
ivyg,2=朝中有人好做官
ivyh,2=持之以恒
ivyi,2=出主意
ivyx,2=穿针引线
ivzx,2=成竹在胸
iwbk,2=成王败寇
iwcr,2=查无此人
iwfj,2=吃完饭
iwib,2=称王称霸
iwih,2=唇亡齿寒
iwjh,2=传为佳话
iwjm,2=重温旧梦
iwkn,2=成为可能
iwle,2=吃完了
iwti,2=出问题
iwuj,2=查无实据
iwxl,2=储物箱
iwxt,2=臭味相投
ixdd,2=称兄道弟
ixdt,2=长吁短叹
ixdz,2=捶胸顿足
ixel,2=乘兴而来
ixer,2=乘虚而入
ixfj,2=吃闲饭
ixfp,2=丑媳妇总得见公婆
ixhl,2=吃香喝辣
ixht,2=船小好调头
ixhx,2=程序化
ixiy,2=诚心诚意
ixjb,2=城乡结合部
ixjl,2=处心积虑
ixle,2=出现了
ixqd,2=春夏秋冬
ixqh,2=承先启后
ixry,2=称心如意
ixsi,2=垂涎三尺
ixso,2=储蓄所
ixsu,2=长相厮守
ixui,2=超现实
ixuu,2=畅销书
ixuw,2=长袖善舞
ixve,2=初学者
ixvf,2=抽薪止沸
ixvj,2=喘息之间
ixvm,2=城下之盟
ixwd,2=喘息未定
ixwx,2=痴心妄想
ixwz,2=畅行无阻
ixxk,2=持续性
ixxp,2=穿小鞋
ixyd,2=垂涎欲滴
ixyj,2=垂涎已久
ixyk,2=春宵一刻
ixzd,2=趁现在
ixzu,2=朝鲜族
iyar,2=春意盎然
iybj,2=迟疑不决
iybk,2=吃哑巴亏
iybx,2=出言不逊
iycw,2=愁云惨雾
iydb,2=穿衣打扮
iydm,2=差一点
iydz,2=绰约多姿
iyfh,2=茶余饭后
iyih,2=尝一尝
iyit,2=彻夜长谈
iyjh,2=茶余酒后
iyle,2=扯远了
iylu,2=春意阑珊
iyly,2=沉鱼落雁
iymb,2=沉冤莫白
iymw,2=崇洋媚外
iynm,2=彻夜难眠
iyqv,2=吃一堑，长一智
iyry,2=春雨如油
iysi,2=尺有所短，寸有所长
iysu,2=超音速
iytz,2=穿一条裤子
iywm,2=彻夜未眠
iywv,2=出言无状
iyxh,2=成也萧何，败也萧何
iyyh,2=初一一回十五一回
iyyj,2=抽油烟机
iyzi,2=常用字
izdl,2=车载斗量
izdu,2=迟早的事
izhz,2=常在河边走
izie,2=出租车
izjd,2=传宗接代
izxk,2=创造性
izyu,2=沉醉于
jabx,2=桀骜不驯
jaqm,2=举案齐眉
jasw,2=居安思危
jaub,2=节哀顺变
jazd,2=骄傲自大
jazm,2=骄傲自满
jbbb,2=骄兵必败
jbbw,2=津巴布韦
jbdc,2=见不到
jbde,2=见不得
jbdg,2=见不得光
jbfu,2=绝不放手
jbfw,2=加班费
jbgx,2=绝不姑息
jbhh,2=金碧辉煌
jbiy,2=久病成医
jbjd,2=加班加点
jbjv,2=精兵简政
jbkc,2=坚不可摧
jbkd,2=急不可待
jbkn,2=急不可耐
jbnv,2=剑拔弩张
jbpi,2=捷报频传
jbqj,2=精兵强将
jbqy,2=坚壁清野
jbrf,2=健步如飞
jbrr,2=技不如人
jbrx,2=今不如昔
jbti,2=吉布提
jbtj,2=基本条件
jbtu,2=金榜题名时
jbuh,2=脊背生寒
jbwx,2=洁白无瑕
jbwz,2=久病无孝子
jbxf,2=箭不虚发
jbzu,2=饥不择食
jcba,2=局促不安
jccj,2=金灿灿
jccs,2=急匆匆
jcey,2=仅此而已
jcfi,2=精彩纷呈
jcjc,2=将错就错
jcjl,2=精彩绝伦
jcjy,2=惊才绝艳
jcle,2=记错了
jclj,2=就此了结
jcqy,2=见财起意
jcsf,2=几次三番
jcwg,2=家财万贯
jcxh,2=结草衔环
jcyu,2=仅次于
jdbf,2=绝大部分
jdbh,2=绝对不会
jdbl,2=旧的不去，新的不来
jdbx,2=绝对不行
jdby,2=坚定不移
jdcm,2=绝顶聪明
jddi,2=娇滴滴
jddl,2=叫地地不灵
jddu,2=绝大多数
jdeq,2=崛地而起
jdfg,2=假道伐虢
jdfh,2=绝代风华
jdfl,2=江东父老
jdhe,2=机顶盒
jdhx,2=皆大欢喜
jdhy,2=夹道欢迎
jdie,2=机动车
jdil,2=机动车辆
jdiv,2=集大成者
jdiy,2=旧地重游
jdjj,2=亟待解决
jdjn,2=基督教
jdjr,2=绝代佳人
jdld,2=加大力度
jdle,2=几点了
jdlh,2=机动灵活
jdlt,2=鸡蛋里挑骨头
jdly,2=既得利益
jdmd,2=加德满都
jdml,2=简单明了
jdpt,2=鸡蛋碰石头
jdqc,2=就地取材
jdqi,2=经得起
jdrx,2=激动人心
jdub,2=剪刀石头布
jdug,2=见多识广
jdur,2=借刀杀人
jdvf,2=就地正法
jdvl,2=家道中落
jdvw,2=井底之蛙
jdwm,2=借贷无门
jdwx,2=近代文学
jdxk,2=精雕细刻
jdxs,2=精打细算
jdxu,2=积德行善
jdxv,2=精雕细琢
jdyd,2=家大业大
jdyf,2=教导有方
jdys,2=结党营私
jdyu,2=就等于
jege,2=今儿个
jeij,2=剪恶除奸
jejs,2=吉尔吉斯
jejt,2=吉尔吉斯斯坦
jejv,2=久而久之
jels,2=接二连三
jeri,2=嫉恶如仇
jeyv,2=简而言之
jfdd,2=鸡飞蛋打
jfgt,2=鸡飞狗跳
jfiv,2=见缝插针
jfjp,2=劫富济贫
jfjy,2=见风就是雨
jfjz,2=见缝就钻
jfle,2=解放了
jfpm,2=警匪片
jfqm,2=解放前
jfsu,2=金风送爽
jfud,2=见风使舵
jfum,2=久负盛名
jfuv,2=紧肤水
jfvc,2=疾风知劲草
jfvj,2=酒逢知己
jfvq,2=肌肤之亲
jfvs,2=几分钟
jfvu,2=酒逢知己千杯少
jfxb,2=今非昔比
jfxi,2=接风洗尘
jfxn,2=见分晓
jfyf,2=奸夫淫妇
jfyl,2=金风玉露
jfyu,2=绝非易事
jgbg,2=见怪不怪
jgbh,2=金箍棒
jgbx,2=居高不下
jgck,2=仅供参考
jgeq,2=揭竿而起
jgfj,2=借古讽今
jgge,2=九宫格
jghy,2=急公好义
jgjc,2=鞠躬尽瘁
jgjj,2=加官晋爵
jgjk,2=金刚经
jgjl,2=急功近利
jgjs,2=假公济私
jgjy,2=鞠躬尽瘁，死而后已。
jgle,2=见惯了
jglx,2=居高临下
jgly,2=建功立业
jglz,2=举个例子
jgmj,2=击鼓鸣金
jgne,2=结果呢
jgqb,2=静观其变
jgqg,2=今古奇观
jgql,2=机关枪
jgqm,2=金鼓齐鸣
jgrf,2=几个人
jgrk,2=举国若狂
jgsg,2=嫁狗随狗
jgsi,2=见光死
jgsj,2=机关算尽
jgsx,2=酒过三巡
jgtm,2=金戈铁马
jguh,2=见鬼说鬼话
jguj,2=几个世纪
jgux,2=举国上下
jguz,2=将功赎罪
jgvc,2=经国之才
jgvn,2=惊弓之鸟
jgvs,2=几个钟
jgvt,2=几个钟头
jgvw,2=居功至伟
jgvz,2=将功折罪
jgwf,2=甲骨文
jgxk,2=结构性
jgxm,2=巾帼须眉
jgxu,2=几个小时
jgxz,2=精耕细作
jgyj,2=节骨眼
jgyq,2=降格以求
jgyt,2=几个月
jgza,2=居功自傲
jgzi,2=几个字
jhdx,2=浸会大学
jher,2=酒酣耳热
jhes,2=尽欢而散
jhfl,2=久旱逢甘霖
jhgf,2=脚后跟
jhhh,2=江河湖海
jhie,2=救护车
jhji,2=交换机
jhjj,2=江湖救急
jhjp,2=饥寒交迫
jhju,2=见好就收
jhjy,2=静候佳音
jhlx,2=酒后乱性
jhma,2=激活码
jhmk,2=计划没有变化快
jhmm,2=机会渺茫
jhqx,2=饥寒起盗心
jhrx,2=江河日下
jhtd,2=襟怀坦荡
jhty,2=酒后吐真言
jhuc,2=惊慌失措
jhui,2=几乎是
jhuj,2=九华山
jhul,2=姜还是老的辣
jhuy,2=镜花水月
jhvy,2=机会主义
jhwd,2=惊魂未定
jhxf,2=借花献佛
jhxi,2=旧恨新仇
jhxl,2=就好像
jhxq,2=驾鹤西去
jhyp,2=惊鸿一瞥
jhyr,2=嫁祸于人
jhyu,2=劫后余生
jhzi,2=叫花子
jibq,2=纠缠不清
jibx,2=坚持不懈
jieq,2=绝尘而去
jiie,2=计程车
jirl,2=酒池肉林
jitq,2=金蝉脱壳
jivt,2=就吃这一套
jjai,2=计将安出
jjbb,2=结结巴巴
jjbg,2=久假不归
jjbj,2=敬酒不吃吃罚酒
jjbl,2=解决不了
jjbr,2=岌岌不可终日
jjbt,2=节节败退
jjbu,2=经久不衰
jjbx,2=经久不息
jjch,2=经济舱
jjcu,2=荆棘丛生
jjcy,2=积极参与
jjdd,2=简简单单
jjdl,2=金鸡独立
jjex,2=见机而行
jjfa,2=激将法
jjfu,2=久经风霜
jjfv,2=急惊风撞着慢郎中
jjfz,2=积极分子
jjgl,2=犄角旮旯
jjgt,2=解甲归田
jjgu,2=肩胛骨
jjgy,2=九九归一
jjhh,2=家家户户
jjhu,2=聚精会神
jjhx,2=几句话
jjih,2=竞技场
jjii,2=进进出出
jjji,2=借酒浇愁
jjjj,2=斤斤计较
jjjz,2=戒骄戒躁
jjka,2=借记卡
jjkk,2=健健康康
jjkw,2=岌岌可危
jjky,2=久经考验
jjld,2=津津乐道
jjle,2=解决了
jjmf,2=解解闷
jjml,2=简洁明了
jjmm,2=急急忙忙
jjnm,2=近几年
jjnv,2=绞尽脑汁
jjny,2=经久耐用
jjpu,2=节节攀升
jjql,2=竭尽全力
jjrc,2=仅仅如此
jjrf,2=经纪人
jjri,2=节假日
jjrx,2=久居人下
jjsd,2=静极思动
jjsg,2=嫁鸡随鸡，嫁狗随狗
jjsj,2=嫁鸡随鸡
jjsn,2=竭尽所能
jjst,2=荆棘塞途
jjtm,2=近几天
jjtq,2=经济特区
jjtx,2=兼济天下
jjud,2=借鸡生蛋
jjuh,2=经济实惠
jjui,2=久经沙场
jjuj,2=旧金山
jjul,2=节节胜利
jjuz,2=狙击手
jjvd,2=积极主动
jjve,2=佼佼者
jjvu,2=掎角之势
jjvv,2=叽叽喳喳
jjvx,2=眷眷之心
jjwf,2=降降温
jjwm,2=籍籍无名
jjwt,2=解决问题
jjww,2=叽叽歪歪
jjxd,2=借鸡下蛋
jjxj,2=经济学家
jjxk,2=积极性
jjxl,2=涓涓细流
jjxt,2=经济学
jjxu,2=见机行事
jjyj,2=家家有本难念的经
jjys,2=积极因素
jjyt,2=井井有条
jjyu,2=炯炯有神
jjyw,2=津津有味
jjyx,2=解决一下
jjyy,2=兢兢业业
jjzt,2=荆棘载途
jkbd,2=叫苦不迭
jkbt,2=绝口不提
jkfd,2=艰苦奋斗
jkiv,2=健康成长
jkjn,2=救苦救难
jklt,2=叫苦连天
jkng,2=尽可能
jksk,2=捷克斯洛伐克
jkvk,2=健康状况
jkwv,2=惊恐万状
jkyl,2=金科玉律
jkyy,2=金口玉言
jlbd,2=接连不断
jlbs,2=基里巴斯
jlbu,2=俱乐部
jlcj,2=江郎才尽
jldx,2=吉林大学
jlew,2=尽力而为
jlgl,2=叽里呱啦
jlgs,2=鸡零狗碎
jlgu,2=精力过剩
jlhr,2=解铃还须系铃人
jlip,2=精力充沛
jljs,2=加拉加斯
jllv,2=据理力争
jlmg,2=紧锣密鼓
jlpm,2=纪录片
jlpo,2=吉隆坡
jlru,2=军令如山
jlsj,2=降落伞
jltx,2=君临天下
jlum,2=举例说明
jlvg,2=捡了芝麻，丢了西瓜
jlvu,2=嗟来之食
jlvv,2=既来之，则安之
jlwm,2=价廉物美
jlwu,2=精力旺盛
jlwy,2=见利忘义
jlxx,2=见猎心喜
jlyt,2=急流勇退
jlzy,2=鸡烂嘴巴硬
jmcc,2=健美操
jmgd,2=鸡鸣狗盗
jmgf,2=鸡鸣狗吠
jmhy,2=旧貌换新颜
jmny,2=挤眉弄眼
jmqg,2=精明强干
jmqv,2=静脉曲张
jmsp,2=鸡毛蒜皮
jmut,2=金木水火土
jmvh,2=近墨者黑
jmwl,2=假冒伪劣
jmwq,2=举目无亲
jmyh,2=救民于水火
jndx,2=暨南大学
jnel,2=九牛二虎之力
jnfd,2=酒囊饭袋
jnjy,2=借你吉言
jnly,2=经年累月
jnmj,2=锦囊妙计
jnnd,2=今年年底
jnni,2=今年年初
jnpb,2=纪念品
jnxv,2=解囊相助
jnxz,2=艰难险阻
jnym,2=九牛一毛
jnzu,2=基诺族
jpgd,2=鸡皮疙瘩
jphh,2=就怕货比货
jplj,2=筋疲力尽
jprw,2=家破人亡
jprx,2=家贫如洗
jpwy,2=就怕万一
jpxl,2=借坡下驴
jpxu,2=金盆洗手
jpzu,2=景颇族
jqbl,2=鸡犬不留
jqbn,2=鸡犬不宁
jqbq,2=坚强不屈
jqbv,2=将勤补拙
jqdb,2=夹枪带棒
jqdx,2=剑桥大学
jqfh,2=尽情发挥
jqfl,2=奖勤罚懒
jqgy,2=究其根源
jqhi,2=九曲回肠
jqpm,2=剧情片
jqpp,2=精确匹配
jqqn,2=静悄悄
jqqx,2=捐弃前嫌
jqsn,2=尽其所能
jqsu,2=激情四射
jqut,2=鸡犬升天
jqyk,2=见钱眼开
jqyu,2=交浅言深
jraf,2=见人矮三分
jrbb,2=坚韧不拔
jrbt,2=截然不同
jrbu,2=居然不是
jrev,2=戛然而止
jrhi,2=噤若寒蝉
jris,2=君辱臣死
jriz,2=静若处子
jrjj,2=渐入佳境
jrjv,2=见仁见智
jrjy,2=假仁假义
jrkl,2=节日快乐
jrlx,2=寄人篱下
jrpu,2=坚如磐石
jrpy,2=酒肉朋友
jrql,2=拒人千里
jrqw,2=拒人千里之外
jrrc,2=既然如此
jrry,2=尽如人意
jrtx,2=吉人天相
jrub,2=敬如上宾
jruh,2=见人说人话
jrum,2=敬若神明
jruo,2=假如说
jrvj,2=惊人之举
jrvn,2=急人之难
jrwj,2=金融危机
jrxk,2=兼容性
jrye,2=金融业
jryu,2=孑然一身
jryw,2=拒人于千里之外
jryx,2=井然有序
jryy,2=佳人有约
jrzx,2=吉人自有天相
jrzz,2=矫揉造作
jsbj,2=见死不救
jsbr,2=己所不欲，勿施于人
jsby,2=己所不欲
jscq,2=酒色财气
jsdi,2=集散地
jsfu,2=救死扶伤
jsgy,2=集思广益
jsji,2=计算机
jskb,2=尖酸刻薄
jsle,2=急死了
jspm,2=惊悚片
jsqi,2=计算器
jsug,2=江苏省
jsvt,2=酒色之徒
jswj,2=见所未见
jsyu,2=九死一生
jtdd,2=惊天动地
jtdu,2=惊天地泣鬼神
jtdx,2=交通大学
jtfh,2=借题发挥
jtgr,2=晶体管
jtgs,2=集团公司
jtgy,2=姜太公钓鱼
jthd,2=集体活动
jthl,2=惊涛骇浪
jtil,2=卷土重来
jtje,2=交头接耳
jtjy,2=几天几夜
jtle,2=焦头烂额
jtli,2=脚踏两只船
jtlj,2=景泰蓝
jtln,2=进退两难
jtnn,2=九头鸟
jtsb,2=家徒四壁
jtsk,2=狡兔三窟
jtsp,2=狡兔死走狗烹
jtty,2=叫天天不应
jtud,2=脚踏实地
jtuj,2=进退失据
jtvf,2=家庭主妇
jtwd,2=经天纬地
jtwg,2=进退维谷
jtwm,2=进退无门
jtwx,2=具体问题具体分析
jtxw,2=街头巷尾
jtxx,2=精挑细选
jtxy,2=街谈巷议
jtyh,2=交通银行
jtyj,2=鸡同鸭讲
jtyn,2=金童玉女
jtzi,2=简体字
jtzm,2=兼听则明
jtzy,2=家庭作业
juab,2=济世安邦
juam,2=济世安民
jubg,2=据实禀告
jubl,2=接受不了
jubr,2=今时不同往日
jubv,2=精神不振
jubx,2=兼收并蓄
judi,2=江山代有才人出
judj,2=家书抵万金
judl,2=绝世独立
judq,2=见识短浅
jufh,2=健身房
jufl,2=精神分裂
jugr,2=举世公认
jugy,2=娇生惯养
juhf,2=精神焕发
juhh,2=借尸还魂
juhs,2=惊世骇俗
juid,2=积少成多
juis,2=寄生虫
juit,2=聚沙成塔
juiy,2=积水成渊
jujr,2=济世救人
juju,2=今生今世
jult,2=近水楼台
julu,2=就事论事
july,2=近水楼台先得月
junl,2=几十年来
junm,2=几十年
junq,2=几十年前
junr,2=几十年如一日
junt,2=劫数难逃
juqb,2=见识浅薄
juqw,2=决胜千里之外
jurh,2=江山如画
juth,2=锦上添花
jutq,2=九省通衢
jutz,2=举手投足
juvl,2=举手之劳
juvm,2=举世瞩目
juvq,2=积善之家，必有余庆
juvy,2=经世致用
juwk,2=金石为开
juwm,2=举世闻名
juwu,2=举世无双
juxl,2=及时行乐
juyd,2=尽收眼底
juyg,2=江山易改
juyh,2=建设银行
juyx,2=介绍一下
juyy,2=骄奢淫逸
juzf,2=今是昨非
juzh,2=洁身自好
juzj,2=经史子集
jvbd,2=见诸报端
jvbg,2=精忠报国
jvbj,2=接踵比肩
jvbq,2=坚贞不屈
jvbu,2=紧追不舍
jvby,2=久治不愈
jvcx,2=绝知此事要躬行
jvdc,2=就知道
jvdl,2=就知道了
jvdw,2=就知道玩
jvdx,2=加州大学
jvel,2=接踵而来
jvev,2=接踵而至
jvfg,2=鸡爪疯
jvgr,2=价值观
jvgu,2=金针菇
jvgz,2=九寨沟
jviv,2=见招拆招
jvjk,2=假正经
jvjl,2=集中精力
jvjz,2=尽职尽责
jvke,2=急诊科
jvle,2=记住了
jvlg,2=加州理工
jvli,2=价值连城
jvly,2=加州理工学院
jvmb,2=就这么办
jvme,2=就这么
jvmt,2=紧皱眉头
jvmw,2=拒之门外
jvnf,2=积重难返
jvqi,2=鸠占鹊巢
jvri,2=截止日
jvrn,2=禁止入内
jvrq,2=举重若轻
jvuc,2=举止失措
jvui,2=简直是
jvuv,2=急中生智
jvvh,2=近朱者赤，近墨者黑
jvvi,2=近朱者赤
jvvx,2=急转直下
jvwb,2=夹着尾巴
jvwu,2=建筑物
jvxm,2=甲状腺
jvxw,2=街知巷闻
jvyb,2=就这样吧
jvyc,2=仅止于此
jvyg,2=教职员工
jvyh,2=击中要害
jvyj,2=肩周炎
jvyl,2=就这样了
jvyu,2=就职于
jvyy,2=金枝玉叶
jvyz,2=今朝有酒今朝醉
jvzv,2=句斟字酌
jwbj,2=既往不咎
jwcj,2=金屋藏娇
jwdm,2=久闻大名
jwds,2=居无定所
jwfm,2=泾渭分明
jwgv,2=矫枉过正
jwhv,2=居委会
jwiu,2=教无常师
jwjq,2=鸡尾酒
jwjy,2=绝无仅有
jwkl,2=继往开来
jwle,2=就为了
jwnm,2=几万年
jwnr,2=家无宁日
jwrf,2=局外人
jwsv,2=据我所知
jwtc,2=救亡图存
jwth,2=精卫填海
jwtr,2=惊为天人
jwui,2=家务事
jwuv,2=节外生枝
jwvg,2=健忘症
jwvr,2=局外之人
jwvv,2=见微知著
jwvy,2=极为重要
jwvz,2=九五之尊
jwxx,2=基围虾
jwzi,2=金无足赤
jxbl,2=居心不良
jxbm,2=敬谢不敏
jxbu,2=酒香不怕巷子深
jxbx,2=将心比心
jxdj,2=匠心独具
jxdn,2=嫉贤妒能
jxdp,2=惊心动魄
jxhu,2=锦绣河山
jxhy,2=交相辉映
jxhz,2=居心何在
jxif,2=见性成佛
jxjy,2=将信将疑
jxld,2=接下来
jxlu,2=敬贤礼士
jxng,2=积习难改
jxny,2=鲸吸牛饮
jxpc,2=居心叵测
jxpm,2=教学片
jxqq,2=近乡情怯
jxry,2=吉祥如意
jxsq,2=见贤思齐
jxuw,2=谨小慎微
jxvz,2=假戏真做
jxwb,2=吉凶未卜
jxxe,2=居心险恶
jxyd,2=机械运动
jxyk,2=惊喜欲狂
jxyt,2=交响乐
jxyw,2=九霄云外
jxyy,2=家学渊源
jybu,2=交友不慎
jycb,2=金银财宝
jycd,2=精于此道
jyci,2=近义词
jycs,2=假以辞色
jycx,2=决一雌雄
jydb,2=胶原蛋白
jydh,2=解疑答惑
jydm,2=久仰大名
jyfl,2=奖优罚劣
jyfs,2=举一反三
jygt,2=紧要关头
jyhw,2=寄予厚望
jyhx,2=家喻户晓
jyij,2=积忧成疾
jyiq,2=集腋成裘
jyjg,2=家有家规
jyju,2=教育局
jykn,2=极有可能
jylc,2=将遇良才
jyli,2=记忆力
jyly,2=金玉良言
jymt,2=金玉满堂
jyqh,2=机缘巧合
jyqi,2=急于求成
jyqj,2=精益求精
jyqw,2=金玉其外
jysh,2=骄阳似火
jyso,2=交易所
jysq,2=见异思迁
jysu,2=节衣缩食
jysv,2=决一死战
jyti,2=绝缘体
jytt,2=晶莹剔透
jyuf,2=决一胜负
jyuh,2=解疑释惑
jyur,2=假以时日
jyuv,2=经一事，长一智
jyux,2=谨言慎行
jyvt,2=经验之谈
jywz,2=激扬文字
jyyd,2=娇艳欲滴
jyyr,2=鸡鸭鱼肉
jyyu,2=锦衣玉食
jyyw,2=见义勇为
jyyx,2=记忆犹新
jyzq,2=咎由自取
jzac,2=君子爱财
jzad,2=君子爱财，取之有道
jzba,2=焦躁不安
jzbi,2=酒糟鼻
jzbv,2=尽在不言中
jzdu,2=君子动口不动手
jzey,2=竭泽而渔
jzfb,2=酒足饭饱
jzgj,2=节奏感
jzgq,2=君子固穷
jzgu,2=架子鼓
jzhq,2=君子好逑
jzhs,2=尖嘴猴腮
jzjx,2=剧作家
jzlj,2=君子兰
jznf,2=家贼难防
jzpf,2=剑走偏锋
jzqv,2=举足轻重
jzta,2=金字塔
jzvi,2=近在咫尺
jzvj,2=君子之交
jzvp,2=金字招牌
jzxd,2=捷足先登
jzxf,2=箭在弦上，不得不发
jzxu,2=箭在弦上
jzyi,2=君子远庖厨
jzyq,2=近在眼前
jzyu,2=就在于
jzyv,2=君子一言，驷马难追
jzyy,2=君子一言
kbdc,2=看不到
kbds,2=看不懂
kbdx,2=口不对心
kbgd,2=愧不敢当
kbge,2=刻薄寡恩
kbgr,2=看不惯
kbij,2=溃不成军
kbil,2=看不出来
kbiu,2=科班出身
kbjm,2=看不见
kbju,2=可不就是
kbkd,2=看不开
kbkf,2=肯不肯
kbkj,2=看不看
kbkn,2=可不可能
kbky,2=可不可以
kblx,2=快步流星
kbmb,2=看不明白
kbpm,2=恐怖片
kbqi,2=看不起
kbqk,2=看不清
kbrh,2=刻不容缓
kbtd,2=看不太懂
kbtz,2=看不透
kbui,2=可不是
kbuy,2=看不顺眼
kbvu,2=抗不住
kbxk,2=可比性
kbxq,2=看不下去
kbyc,2=可不要
kbys,2=空不异色
kbyx,2=口不应心
kbzi,2=哭鼻子
kbzv,2=恐怖组织
kcif,2=看菜吃饭
kcle,2=看错了
kddh,2=空荡荡
kdhn,2=哭爹喊娘
kdjm,2=看得见
kdjv,2=看得见摸得着
kdku,2=开裆裤
kdlk,2=凯迪拉克
kdqc,2=夸大其词
kdvm,2=快刀斩乱麻
kdvu,2=克敌制胜
kdxk,2=可读性
kdyk,2=慨当以慷
kfbq,2=口福不浅
kfby,2=狂风暴雨
kfil,2=跨凤乘鸾
kfld,2=狂蜂浪蝶
kfuh,2=开发商
kfvy,2=狂风骤雨
kfxf,2=口服心服
kfxk,2=开放性
kfye,2=口服液
kfzi,2=孔夫子
kgbo,2=克格勃
kggl,2=客观规律
kgkq,2=可歌可泣
kgle,2=看过了
kgmj,2=开弓没有回头箭
kgmx,2=刻骨铭心
kgqk,2=客观情况
kgqy,2=跨国企业
kgtj,2=客观条件
kguu,2=客观事实
kguz,2=口干舌燥
kgxk,2=客观性
kgys,2=客观因素
kgyy,2=客观原因
khbd,2=葵花宝典
khdd,2=宽宏大度
khdl,2=宽宏大量
khdr,2=客户端
khev,2=口惠而实不至
khha,2=苦哈哈
khiy,2=开怀畅饮
khjg,2=开花结果
khjz,2=抗洪救灾
khlv,2=狂轰滥炸
khpm,2=科幻片
khwb,2=苦海无边
khzi,2=葵花籽
kibd,2=开场白
kibg,2=开诚布公
kibq,2=口齿不清
kibx,2=口出不逊
kiji,2=空城计
kiky,2=口出狂言
kild,2=看出来
kile,2=看穿了
kill,2=口齿伶俐
kivj,2=可乘之机
kixk,2=开创性
kjbl,2=看家本领
kjcy,2=抗拒从严
kjdx,2=科技大学
kjfg,2=克己奉公
kjfu,2=快捷方式
kjgl,2=苦尽甘来
kjif,2=口角春风
kjui,2=会计师
kjvu,2=恪尽职守
kjyb,2=可见一斑
kjyy,2=开卷有益
kjzu,2=苛捐杂税
kkaq,2=苦苦哀求
kkbb,2=磕磕绊绊
kkbk,2=开口闭口
kkdd,2=苦苦等待
kkdh,2=苦苦等候
kket,2=侃侃而谈
kkic,2=慷慨陈词
kkja,2=慷慨激昂
kkjn,2=慷慨解囊
kkjy,2=慷慨就义
kkkl,2=可口可乐
kkll,2=快快乐乐
kkly,2=苦口良药
kknl,2=刻苦耐劳
kkpp,2=磕磕碰碰
kkpx,2=苦口婆心
kkqq,2=客客气气
kkqt,2=夸夸其谈
kkry,2=空空如也
kktt,2=哭哭啼啼
kkuh,2=空口说白话
kkuu,2=口口声声
kkwp,2=空口无凭
kkxi,2=口口相传
kkxk,2=可靠性
kkxx,2=开开心心
klbj,2=苦乐不均
kldf,2=开朗大方
kldy,2=克罗地亚
klif,2=靠脸吃饭
klmg,2=克里姆林宫
klok,2=卡拉OK
klvi,2=可怜之人必有可恨之处
klxf,2=开路先锋
klyh,2=亢龙有悔
klyx,2=看了一下
klyy,2=看了一眼
klzs,2=考虑再三
kmfi,2=枯木逢春
kmfj,2=口蜜腹剑
kmgp,2=坑蒙拐骗
kmjb,2=快马加鞭
kmju,2=开门见山
kmls,2=喀麦隆
kmui,2=开幕式
kmvd,2=孔孟之道
kmvl,2=口没遮拦
kmyb,2=快马一鞭
kmyd,2=开门揖盗
kmyi,2=抗美援朝
knba,2=可能吧
kndu,2=跨年度
knii,2=困难重重
knma,2=可能吗
knxk,2=可能性
knya,2=肯尼亚
kphi,2=看破红尘
kpla,2=堪培拉
kpyu,2=开篇伊始
kqbu,2=口气不善
kqjh,2=空前绝后
kqkd,2=可圈可点
kqke,2=口腔科
kqkj,2=克勤克俭
kqkl,2=看情况
kqky,2=口腔溃疡
kqld,2=看起来
kquv,2=矿泉水
kqvi,2=可取之处
krbd,2=岿然不动
krij,2=旷日持久
krit,2=喟然长叹
krji,2=苦肉计
krky,2=快人快语
krnc,2=看热闹
krxc,2=看人下菜
krxh,2=口若悬河
krxx,2=扣人心弦
ksmx,2=苦思冥想
kstx,2=客死他乡
ksvb,2=客随主便
ksvl,2=哭丧着脸
kswo,2=科索沃
ksxk,2=可塑性
ktbm,2=口吐白沫
ktdw,2=科特迪瓦
kter,2=卡塔尔
kthd,2=哭天喊地
kthx,2=客套话
ktij,2=口头禅
ktpd,2=开天辟地
ktqd,2=哭天抢地
ktrk,2=慷他人之慨
ktuh,2=口头上
ktuz,2=看图识字
ktvp,2=空头支票
ktyu,2=口头语
kuby,2=恪守不渝
kudc,2=空手道
kueg,2=空手而归
kuhx,2=口水话
kuis,2=瞌睡虫
kukx,2=可上可下
kuqc,2=旷世奇才
kuqu,2=看上去
kutl,2=空手套白狼
kuvv,2=口舌之争
kuwp,2=口说无凭
kuxf,2=口是心非
kuyd,2=困兽犹斗
kvbj,2=看着办
kvbv,2=控制不住
kvby,2=枯枝败叶
kvin,2=开张吃三年
kvjz,2=抗震救灾
kvlg,2=空中楼阁
kvlv,2=空置率
kvmb,2=控制面板
kvmh,2=苛政猛于虎
kvmk,2=扩展名
kvqj,2=刻舟求剑
kvrk,2=脍炙人口
kvzl,2=苦中作乐
kwbj,2=可望不可即
kwbn,2=勘误表
kwej,2=可望而不可即
kwju,2=矿务局
kwte,2=科威特
kwui,2=可谓是
kwvi,2=矿物质
kwvl,2=口无遮拦
kwxd,2=开玩笑的
kwxn,2=开玩笑
kwyl,2=孔武有力
kwyr,2=空无一人
kwyw,2=空无一物
kwzd,2=狂妄自大
kxbd,2=哭笑不得
kxev,2=可想而知
kxgy,2=苦心孤诣
kxhk,2=夸下海口
