aadb,1=嗷嗷待哺
jhmm,1=机会渺茫
jhqx,1=饥寒起盗心
jhrx,1=江河日下
jhtd,1=襟怀坦荡
jhty,1=酒后吐真言
jhuc,1=惊慌失措
jhui,1=几乎是
jhuj,1=九华山
jhul,1=姜还是老的辣
jhuy,1=镜花水月
jhvy,1=机会主义
jhwd,1=惊魂未定
jhxf,1=借花献佛
jhxi,1=旧恨新仇
jhxl,1=就好像
jhxq,1=驾鹤西去
jhyp,1=惊鸿一瞥
jhyr,1=嫁祸于人
jhyu,1=劫后余生
jhzi,1=叫花子
jibq,1=纠缠不清
jibx,1=坚持不懈
jieq,1=绝尘而去
jiie,1=计程车
jirl,1=酒池肉林
jitq,1=金蝉脱壳
jivt,1=就吃这一套
jjai,1=计将安出
jjbb,1=结结巴巴
jjbg,1=久假不归
jjbj,1=敬酒不吃吃罚酒
jjbl,1=解决不了
jjbr,1=岌岌不可终日
jjbt,1=节节败退
jjbu,1=经久不衰
jjbx,1=经久不息
jjch,1=经济舱
jjcu,1=荆棘丛生
jjcy,1=积极参与
jjdd,1=简简单单
jjdl,1=金鸡独立
jjex,1=见机而行
jjfa,1=激将法
jjfu,1=久经风霜
jjfv,1=急惊风撞着慢郎中
jjfz,1=积极分子
jjgl,1=犄角旮旯
jjgt,1=解甲归田
jjgu,1=肩胛骨
jjgy,1=九九归一
jjhh,1=家家户户
jjhu,1=聚精会神
jjhx,1=几句话
jjih,1=竞技场
jjii,1=进进出出
jjji,1=借酒浇愁
jjjj,1=斤斤计较
jjjz,1=戒骄戒躁
jjka,1=借记卡
jjkk,1=健健康康
jjkw,1=岌岌可危
jjky,1=久经考验
jjld,1=津津乐道
jjle,1=解决了
jjmf,1=解解闷
jjml,1=简洁明了
jjmm,1=急急忙忙
jjnm,1=近几年
jjnv,1=绞尽脑汁
jjny,1=经久耐用
jjpu,1=节节攀升
jjql,1=竭尽全力
jjrc,1=仅仅如此
jjrf,1=经纪人
jjri,1=节假日
jjrx,1=久居人下
jjsd,1=静极思动
jjsg,1=嫁鸡随鸡，嫁狗随狗
jjsj,1=嫁鸡随鸡
jjsn,1=竭尽所能
jjst,1=荆棘塞途
jjtm,1=近几天
jjtq,1=经济特区
jjtx,1=兼济天下
jjud,1=借鸡生蛋
jjuh,1=经济实惠
jjui,1=久经沙场
jjuj,1=旧金山
jjul,1=节节胜利
jjuz,1=狙击手
jjvd,1=积极主动
jjve,1=佼佼者
jjvu,1=掎角之势
jjvv,1=叽叽喳喳
jjvx,1=眷眷之心
jjwf,1=降降温
jjwm,1=籍籍无名
jjwt,1=解决问题
jjww,1=叽叽歪歪
jjxd,1=借鸡下蛋
jjxj,1=经济学家
jjxk,1=积极性
jjxl,1=涓涓细流
jjxt,1=经济学
jjxu,1=见机行事
jjyj,1=家家有本难念的经
jjys,1=积极因素
jjyt,1=井井有条
jjyu,1=炯炯有神
jjyw,1=津津有味
jjyx,1=解决一下
jjyy,1=兢兢业业
jjzt,1=荆棘载途
jkbd,1=叫苦不迭
jkbt,1=绝口不提
jkfd,1=艰苦奋斗
jkiv,1=健康成长
jkjn,1=救苦救难
jklt,1=叫苦连天
jkng,1=尽可能
jksk,1=捷克斯洛伐克
jkvk,1=健康状况
jkwv,1=惊恐万状
jkyl,1=金科玉律
jkyy,1=金口玉言
jlbd,1=接连不断
jlbs,1=基里巴斯
jlbu,1=俱乐部
jlcj,1=江郎才尽
jldx,1=吉林大学
jlew,1=尽力而为
jlgl,1=叽里呱啦
jlgs,1=鸡零狗碎
jlgu,1=精力过剩
jlhr,1=解铃还须系铃人
jlip,1=精力充沛
jljs,1=加拉加斯
jllv,1=据理力争
jlmg,1=紧锣密鼓
jlpm,1=纪录片
jlpo,1=吉隆坡
jlru,1=军令如山
jlsj,1=降落伞
jltx,1=君临天下
jlum,1=举例说明
jlvg,1=捡了芝麻，丢了西瓜
jlvu,1=嗟来之食
jlvv,1=既来之，则安之
jlwm,1=价廉物美
jlwu,1=精力旺盛
jlwy,1=见利忘义
jlxx,1=见猎心喜
jlyt,1=急流勇退
jlzy,1=鸡烂嘴巴硬
jmcc,1=健美操
jmgd,1=鸡鸣狗盗
jmgf,1=鸡鸣狗吠
jmhy,1=旧貌换新颜
jmny,1=挤眉弄眼
jmqg,1=精明强干
jmqv,1=静脉曲张
jmsp,1=鸡毛蒜皮
jmut,1=金木水火土
jmvh,1=近墨者黑
jmwl,1=假冒伪劣
jmwq,1=举目无亲
jmyh,1=救民于水火
jndx,1=暨南大学
jnel,1=九牛二虎之力
jnfd,1=酒囊饭袋
jnjy,1=借你吉言
jnly,1=经年累月
jnmj,1=锦囊妙计
jnnd,1=今年年底
jnni,1=今年年初
jnpb,1=纪念品
jnxv,1=解囊相助
jnxz,1=艰难险阻
jnym,1=九牛一毛
jnzu,1=基诺族
jpgd,1=鸡皮疙瘩
jphh,1=就怕货比货
jplj,1=筋疲力尽
jprw,1=家破人亡
jprx,1=家贫如洗
jpwy,1=就怕万一
jpxl,1=借坡下驴
jpxu,1=金盆洗手
jpzu,1=景颇族
jqbl,1=鸡犬不留
jqbn,1=鸡犬不宁
jqbq,1=坚强不屈
jqbv,1=将勤补拙
jqdb,1=夹枪带棒
jqdx,1=剑桥大学
jqfh,1=尽情发挥
jqfl,1=奖勤罚懒
jqgy,1=究其根源
jqhi,1=九曲回肠
jqpm,1=剧情片
jqpp,1=精确匹配
jqqn,1=静悄悄
jqqx,1=捐弃前嫌
jqsn,1=尽其所能
jqsu,1=激情四射
jqut,1=鸡犬升天
jqyk,1=见钱眼开
jqyu,1=交浅言深
jraf,1=见人矮三分
jrbb,1=坚韧不拔
jrbt,1=截然不同
jrbu,1=居然不是
jrev,1=戛然而止
jrhi,1=噤若寒蝉
jris,1=君辱臣死
jriz,1=静若处子
jrjj,1=渐入佳境
jrjv,1=见仁见智
jrjy,1=假仁假义
jrkl,1=节日快乐
jrlx,1=寄人篱下
jrpu,1=坚如磐石
jrpy,1=酒肉朋友
jrql,1=拒人千里
jrqw,1=拒人千里之外
jrrc,1=既然如此
jrry,1=尽如人意
jrtx,1=吉人天相
jrub,1=敬如上宾
jruh,1=见人说人话
jrum,1=敬若神明
jruo,1=假如说
jrvj,1=惊人之举
jrvn,1=急人之难
jrwj,1=金融危机
jrxk,1=兼容性
jrye,1=金融业
jryu,1=孑然一身
jryw,1=拒人于千里之外
jryx,1=井然有序
jryy,1=佳人有约
jrzx,1=吉人自有天相
jrzz,1=矫揉造作
jsbj,1=见死不救
jsbr,1=己所不欲，勿施于人
jsby,1=己所不欲
jscq,1=酒色财气
jsdi,1=集散地
jsfu,1=救死扶伤
jsgy,1=集思广益
jsji,1=计算机
jskb,1=尖酸刻薄
jsle,1=急死了
jspm,1=惊悚片
jsqi,1=计算器
jsug,1=江苏省
jsvt,1=酒色之徒
jswj,1=见所未见
jsyu,1=九死一生
jtdd,1=惊天动地
jtdu,1=惊天地泣鬼神
jtdx,1=交通大学
jtfh,1=借题发挥
jtgr,1=晶体管
jtgs,1=集团公司
jtgy,1=姜太公钓鱼
jthd,1=集体活动
jthl,1=惊涛骇浪
jtil,1=卷土重来
jtje,1=交头接耳
jtjy,1=几天几夜
jtle,1=焦头烂额
jtli,1=脚踏两只船
jtlj,1=景泰蓝
jtln,1=进退两难
jtnn,1=九头鸟
jtsb,1=家徒四壁
jtsk,1=狡兔三窟
jtsp,1=狡兔死走狗烹
jtty,1=叫天天不应
jtud,1=脚踏实地
jtuj,1=进退失据
jtvf,1=家庭主妇
jtwd,1=经天纬地
jtwg,1=进退维谷
jtwm,1=进退无门
jtwx,1=具体问题具体分析
jtxw,1=街头巷尾
jtxx,1=精挑细选
jtxy,1=街谈巷议
jtyh,1=交通银行
jtyj,1=鸡同鸭讲
jtyn,1=金童玉女
jtzi,1=简体字
jtzm,1=兼听则明
jtzy,1=家庭作业
juab,1=济世安邦
juam,1=济世安民
jubg,1=据实禀告
jubl,1=接受不了
jubr,1=今时不同往日
jubv,1=精神不振
jubx,1=兼收并蓄
judi,1=江山代有才人出
judj,1=家书抵万金
judl,1=绝世独立
judq,1=见识短浅
jufh,1=健身房
jufl,1=精神分裂
jugr,1=举世公认
jugy,1=娇生惯养
juhf,1=精神焕发
juhh,1=借尸还魂
juhs,1=惊世骇俗
juid,1=积少成多
juis,1=寄生虫
juit,1=聚沙成塔
juiy,1=积水成渊
jujr,1=济世救人
juju,1=今生今世
jult,1=近水楼台
julu,1=就事论事
july,1=近水楼台先得月
junl,1=几十年来
junm,1=几十年
junq,1=几十年前
junr,1=几十年如一日
junt,1=劫数难逃
juqb,1=见识浅薄
juqw,1=决胜千里之外
jurh,1=江山如画
juth,1=锦上添花
jutq,1=九省通衢
jutz,1=举手投足
juvl,1=举手之劳
juvm,1=举世瞩目
juvq,1=积善之家，必有余庆
juvy,1=经世致用
juwk,1=金石为开
juwm,1=举世闻名
juwu,1=举世无双
juxl,1=及时行乐
juyd,1=尽收眼底
juyg,1=江山易改
juyh,1=建设银行
juyx,1=介绍一下
juyy,1=骄奢淫逸
juzf,1=今是昨非
juzh,1=洁身自好
juzj,1=经史子集
jvbd,1=见诸报端
jvbg,1=精忠报国
jvbj,1=接踵比肩
jvbq,1=坚贞不屈
jvbu,1=紧追不舍
jvby,1=久治不愈
jvcx,1=绝知此事要躬行
jvdc,1=就知道
jvdl,1=就知道了
jvdw,1=就知道玩
jvdx,1=加州大学
jvel,1=接踵而来
jvev,1=接踵而至
jvfg,1=鸡爪疯
jvgr,1=价值观
jvgu,1=金针菇
jvgz,1=九寨沟
jviv,1=见招拆招
jvjk,1=假正经
jvjl,1=集中精力
jvjz,1=尽职尽责
jvke,1=急诊科
jvle,1=记住了
jvlg,1=加州理工
jvli,1=价值连城
jvly,1=加州理工学院
jvmb,1=就这么办
jvme,1=就这么
jvmt,1=紧皱眉头
jvmw,1=拒之门外
jvnf,1=积重难返
jvqi,1=鸠占鹊巢
jvri,1=截止日
jvrn,1=禁止入内
jvrq,1=举重若轻
jvuc,1=举止失措
jvui,1=简直是
jvuv,1=急中生智
jvvh,1=近朱者赤，近墨者黑
jvvi,1=近朱者赤
jvvx,1=急转直下
jvwb,1=夹着尾巴
jvwu,1=建筑物
jvxm,1=甲状腺
jvxw,1=街知巷闻
jvyb,1=就这样吧
jvyc,1=仅止于此
jvyg,1=教职员工
jvyh,1=击中要害
jvyj,1=肩周炎
jvyl,1=就这样了
jvyu,1=就职于
jvyy,1=金枝玉叶
jvyz,1=今朝有酒今朝醉
jvzv,1=句斟字酌
jwbj,1=既往不咎
jwcj,1=金屋藏娇
jwdm,1=久闻大名
jwds,1=居无定所
jwfm,1=泾渭分明
jwgv,1=矫枉过正
jwhv,1=居委会
jwiu,1=教无常师
jwjq,1=鸡尾酒
jwjy,1=绝无仅有
jwkl,1=继往开来
jwle,1=就为了
jwnm,1=几万年
jwnr,1=家无宁日
jwrf,1=局外人
jwsv,1=据我所知
jwtc,1=救亡图存
jwth,1=精卫填海
jwtr,1=惊为天人
jwui,1=家务事
jwuv,1=节外生枝
jwvg,1=健忘症
jwvr,1=局外之人
jwvv,1=见微知著
jwvy,1=极为重要
jwvz,1=九五之尊
jwxx,1=基围虾
jwzi,1=金无足赤
jxbl,1=居心不良
jxbm,1=敬谢不敏
jxbu,1=酒香不怕巷子深
jxbx,1=将心比心
jxdj,1=匠心独具
jxdn,1=嫉贤妒能
jxdp,1=惊心动魄
jxhu,1=锦绣河山
jxhy,1=交相辉映
jxhz,1=居心何在
jxif,1=见性成佛
jxjy,1=将信将疑
jxld,1=接下来
jxlu,1=敬贤礼士
jxng,1=积习难改
jxny,1=鲸吸牛饮
jxpc,1=居心叵测
jxpm,1=教学片
jxqq,1=近乡情怯
jxry,1=吉祥如意
jxsq,1=见贤思齐
jxuw,1=谨小慎微
jxvz,1=假戏真做
jxwb,1=吉凶未卜
jxxe,1=居心险恶
jxyd,1=机械运动
jxyk,1=惊喜欲狂
jxyt,1=交响乐
jxyw,1=九霄云外
jxyy,1=家学渊源
jybu,1=交友不慎
jycb,1=金银财宝
jycd,1=精于此道
jyci,1=近义词
jycs,1=假以辞色
jycx,1=决一雌雄
jydb,1=胶原蛋白
jydh,1=解疑答惑
jydm,1=久仰大名
jyfl,1=奖优罚劣
jyfs,1=举一反三
jygt,1=紧要关头
jyhw,1=寄予厚望
jyhx,1=家喻户晓
jyij,1=积忧成疾
jyiq,1=集腋成裘
jyjg,1=家有家规
jyju,1=教育局
jykn,1=极有可能
jylc,1=将遇良才
jyli,1=记忆力
jyly,1=金玉良言
jymt,1=金玉满堂
jyqh,1=机缘巧合
jyqi,1=急于求成
jyqj,1=精益求精
jyqw,1=金玉其外
jysh,1=骄阳似火
jyso,1=交易所
jysq,1=见异思迁
jysu,1=节衣缩食
jysv,1=决一死战
jyti,1=绝缘体
jytt,1=晶莹剔透
jyuf,1=决一胜负
jyuh,1=解疑释惑
jyur,1=假以时日
jyuv,1=经一事，长一智
jyux,1=谨言慎行
jyvt,1=经验之谈
jywz,1=激扬文字
jyyd,1=娇艳欲滴
jyyr,1=鸡鸭鱼肉
jyyu,1=锦衣玉食
jyyw,1=见义勇为
jyyx,1=记忆犹新
jyzq,1=咎由自取
jzac,1=君子爱财
jzad,1=君子爱财，取之有道
jzba,1=焦躁不安
jzbi,1=酒糟鼻
jzbv,1=尽在不言中
jzdu,1=君子动口不动手
jzey,1=竭泽而渔
jzfb,1=酒足饭饱
jzgj,1=节奏感
jzgq,1=君子固穷
jzgu,1=架子鼓
jzhq,1=君子好逑
jzhs,1=尖嘴猴腮
jzjx,1=剧作家
jzlj,1=君子兰
jznf,1=家贼难防
jzpf,1=剑走偏锋
jzqv,1=举足轻重
jzta,1=金字塔
jzvi,1=近在咫尺
jzvj,1=君子之交
jzvp,1=金字招牌
jzxd,1=捷足先登
jzxf,1=箭在弦上，不得不发
jzxu,1=箭在弦上
jzyi,1=君子远庖厨
jzyq,1=近在眼前
jzyu,1=就在于
jzyv,1=君子一言，驷马难追
jzyy,1=君子一言
kbdc,1=看不到
kbds,1=看不懂
kbdx,1=口不对心
kbgd,1=愧不敢当
kbge,1=刻薄寡恩
kbgr,1=看不惯
kbij,1=溃不成军
kbil,1=看不出来
kbiu,1=科班出身
kbjm,1=看不见
kbju,1=可不就是
kbkd,1=看不开
kbkf,1=肯不肯
kbkj,1=看不看
kbkn,1=可不可能
kbky,1=可不可以
kblx,1=快步流星
kbmb,1=看不明白
kbpm,1=恐怖片
kbqi,1=看不起
kbqk,1=看不清
kbrh,1=刻不容缓
kbtd,1=看不太懂
kbtz,1=看不透
kbui,1=可不是
kbuy,1=看不顺眼
kbvu,1=抗不住
kbxk,1=可比性
kbxq,1=看不下去
kbyc,1=可不要
kbys,1=空不异色
kbyx,1=口不应心
kbzi,1=哭鼻子
kbzv,1=恐怖组织
kcif,1=看菜吃饭
kcle,1=看错了
kddh,1=空荡荡
kdhn,1=哭爹喊娘
kdjm,1=看得见
kdjv,1=看得见摸得着
kdku,1=开裆裤
kdlk,1=凯迪拉克
kdqc,1=夸大其词
kdvm,1=快刀斩乱麻
kdvu,1=克敌制胜
kdxk,1=可读性
kdyk,1=慨当以慷
kfbq,1=口福不浅
kfby,1=狂风暴雨
kfil,1=跨凤乘鸾
kfld,1=狂蜂浪蝶
kfuh,1=开发商
kfvy,1=狂风骤雨
kfxf,1=口服心服
kfxk,1=开放性
kfye,1=口服液
kfzi,1=孔夫子
kgbo,1=克格勃
kggl,1=客观规律
kgkq,1=可歌可泣
kgle,1=看过了
kgmj,1=开弓没有回头箭
kgmx,1=刻骨铭心
kgqk,1=客观情况
kgqy,1=跨国企业
kgtj,1=客观条件
kguu,1=客观事实
kguz,1=口干舌燥
kgxk,1=客观性
kgys,1=客观因素
kgyy,1=客观原因
khbd,1=葵花宝典
khdd,1=宽宏大度
khdl,1=宽宏大量
khdr,1=客户端
khev,1=口惠而实不至
khha,1=苦哈哈
khiy,1=开怀畅饮
khjg,1=开花结果
khjz,1=抗洪救灾
khlv,1=狂轰滥炸
khpm,1=科幻片
khwb,1=苦海无边
khzi,1=葵花籽
kibd,1=开场白
kibg,1=开诚布公
kibq,1=口齿不清
kibx,1=口出不逊
kiji,1=空城计
kiky,1=口出狂言
kild,1=看出来
kile,1=看穿了
kill,1=口齿伶俐
kivj,1=可乘之机
kixk,1=开创性
kjbl,1=看家本领
kjcy,1=抗拒从严
kjdx,1=科技大学
kjfg,1=克己奉公
kjfu,1=快捷方式
kjgl,1=苦尽甘来
kjif,1=口角春风
kjui,1=会计师
kjvu,1=恪尽职守
kjyb,1=可见一斑
kjyy,1=开卷有益
kjzu,1=苛捐杂税
kkaq,1=苦苦哀求
kkbb,1=磕磕绊绊
kkbk,1=开口闭口
kkdd,1=苦苦等待
kkdh,1=苦苦等候
kket,1=侃侃而谈
kkic,1=慷慨陈词
kkja,1=慷慨激昂
kkjn,1=慷慨解囊
kkjy,1=慷慨就义
kkkl,1=可口可乐
kkll,1=快快乐乐
kkly,1=苦口良药
kknl,1=刻苦耐劳
kkpp,1=磕磕碰碰
kkpx,1=苦口婆心
kkqq,1=客客气气
kkqt,1=夸夸其谈
kkry,1=空空如也
kktt,1=哭哭啼啼
kkuh,1=空口说白话
kkuu,1=口口声声
kkwp,1=空口无凭
kkxi,1=口口相传
kkxk,1=可靠性
kkxx,1=开开心心
klbj,1=苦乐不均
kldf,1=开朗大方
kldy,1=克罗地亚
klif,1=靠脸吃饭
klmg,1=克里姆林宫
klok,1=卡拉OK
klvi,1=可怜之人必有可恨之处
klxf,1=开路先锋
klyh,1=亢龙有悔
klyx,1=看了一下
klyy,1=看了一眼
klzs,1=考虑再三
kmfi,1=枯木逢春
kmfj,1=口蜜腹剑
kmgp,1=坑蒙拐骗
kmjb,1=快马加鞭
kmju,1=开门见山
kmls,1=喀麦隆
kmui,1=开幕式
kmvd,1=孔孟之道
kmvl,1=口没遮拦
kmyb,1=快马一鞭
kmyd,1=开门揖盗
kmyi,1=抗美援朝
knba,1=可能吧
kndu,1=跨年度
knii,1=困难重重
knma,1=可能吗
knxk,1=可能性
knya,1=肯尼亚
kphi,1=看破红尘
kpla,1=堪培拉
kpyu,1=开篇伊始
kqbu,1=口气不善
kqjh,1=空前绝后
kqkd,1=可圈可点
kqke,1=口腔科
kqkj,1=克勤克俭
kqkl,1=看情况
kqky,1=口腔溃疡
kqld,1=看起来
kquv,1=矿泉水
kqvi,1=可取之处
krbd,1=岿然不动
krij,1=旷日持久
krit,1=喟然长叹
krji,1=苦肉计
krky,1=快人快语
krnc,1=看热闹
krxc,1=看人下菜
krxh,1=口若悬河
krxx,1=扣人心弦
ksmx,1=苦思冥想
kstx,1=客死他乡
ksvb,1=客随主便
ksvl,1=哭丧着脸
kswo,1=科索沃
ksxk,1=可塑性
ktbm,1=口吐白沫
ktdw,1=科特迪瓦
kter,1=卡塔尔
kthd,1=哭天喊地
kthx,1=客套话
ktij,1=口头禅
ktpd,1=开天辟地
ktqd,1=哭天抢地
ktrk,1=慷他人之慨
ktuh,1=口头上
ktuz,1=看图识字
ktvp,1=空头支票
ktyu,1=口头语
kuby,1=恪守不渝
kudc,1=空手道
kueg,1=空手而归
kuhx,1=口水话
kuis,1=瞌睡虫
kukx,1=可上可下
kuqc,1=旷世奇才
kuqu,1=看上去
kutl,1=空手套白狼
kuvv,1=口舌之争
kuwp,1=口说无凭
kuxf,1=口是心非
kuyd,1=困兽犹斗
kvbj,1=看着办
kvbv,1=控制不住
kvby,1=枯枝败叶
kvin,1=开张吃三年
kvjz,1=抗震救灾
kvlg,1=空中楼阁
kvlv,1=空置率
kvmb,1=控制面板
kvmh,1=苛政猛于虎
kvmk,1=扩展名
kvqj,1=刻舟求剑
kvrk,1=脍炙人口
kvzl,1=苦中作乐
kwbj,1=可望不可即
kwbn,1=勘误表
kwej,1=可望而不可即
kwju,1=矿务局
kwte,1=科威特
kwui,1=可谓是
kwvi,1=矿物质
kwvl,1=口无遮拦
kwxd,1=开玩笑的
kwxn,1=开玩笑
kwyl,1=孔武有力
kwyr,1=空无一人
kwyw,1=空无一物
kwzd,1=狂妄自大
kxbd,1=哭笑不得
kxev,1=可想而知
kxgy,1=苦心孤诣
kxhk,1=夸下海口
kxid,1=开小差
kxjx,1=科学家
kxjy,1=苦心经营
kxkh,1=可喜可贺
kxle,1=可惜了
kxlf,1=空穴来风
kxsg,1=苦行僧
kxth,1=口香糖
kxui,1=亏心事
kxvr,1=胯下之辱
kxxk,1=可行性
kxyi,1=空喜一场
kxzc,1=开小灶
kybk,1=看也不看
kybm,1=看一遍
kybq,1=可遇不可求
kydh,1=可以的话
kydm,1=快一点
kydr,1=宽以待人
kyie,1=开夜车
kyjd,1=宽衣解带
kyjl,1=开源节流
kykj,1=看一看
kykw,1=可有可无
kyma,1=可以吗
kyrs,1=可与人言无二三
kyui,1=跨越式
kyxk,1=抗药性
kyxp,1=快一些
kyxx,1=看一下
kyyx,1=溃于蚁穴
kyzi,1=看样子
kzmy,1=开宗明义
kzyj,1=看走眼
kzyl,1=看在眼里
lahc,1=柳暗花明又一村
lahm,1=柳暗花明
lbbk,1=狼狈不堪
lbcx,1=力不从心
lbde,1=了不得
lbdj,1=联邦调查局
lber,1=老伴儿
lbhh,1=老本行
lbji,1=来不及
lbjl,1=来不及了
lbjn,1=兰博基尼
lbkd,1=离不开
lbkf,1=礼不可废
lbkp,1=牢不可破
lbkv,1=乐不可支
lbld,1=来不来
lblg,1=冷不冷
lblw,1=累不累
lbly,1=利比里亚
lbmm,1=厉兵秣马
lbnf,1=黎巴嫩
lbnj,1=力不能及
lbnl,1=老板娘
lbqa,1=萝卜青菜，各有所爱
lbqb,1=劣币驱逐良币
lbqc,1=萝卜青菜
lbqi,1=了不起
lbsd,1=老不死的
lbsu,1=乐不思蜀
lbtm,1=老半天
lbuh,1=力拔山河
lbur,1=力不胜任
lbut,1=狼奔豕突
lbuy,1=路不拾遗
lbvu,1=留不住
lbwj,1=狼狈为奸
lbwu,1=两不误
lbwv,1=狼狈万状
lbxg,1=两不相干
lbxy,1=聊表心意
lbya,1=利比亚
lbzu,1=珞巴族
lcbp,1=乐此不疲
lccv,1=立此存照
lcry,1=绿草如茵
lcsf,1=屡次三番
lcvb,1=鳞次栉比
lcvq,1=零存整取
lcwk,1=落草为寇
lcww,1=另存为
lcza,1=流窜作案
ldbd,1=雷打不动
ldbi,1=漏洞百出
ldbl,1=另当别论
ldbx,1=老大不小
ldif,1=立地成佛
ldit,1=老调重弹
ldji,1=来得及
ldjj,1=雷电交加
ldjp,1=老大姐
ldju,1=劳动局
ldkd,1=离得开
ldmv,1=拉丁美洲
ldmy,1=灵丹妙药
ldnj,1=老大难
ldnl,1=老大娘
ldqz,1=留得青山在
ldrg,1=礼多人不怪
ldrk,1=来得容易去得快
ldry,1=锒铛入狱
ldtb,1=老大徒伤悲
ldtj,1=李代桃僵
ldwi,1=老大无成
ldwq,1=力大无穷
ldxk,1=流动性
ldxm,1=浪得虚名
ldya,1=老掉牙
ldyb,1=利大于弊
ldye,1=老大爷
ldyp,1=乱点鸳鸯谱
ldyu,1=落地有声
ldyv,1=老当益壮
ldyy,1=乱点鸳鸯
ldzj,1=流动资金
ldzm,1=拉丁字母
ldzr,1=连带责任
lebs,1=老而不死
lebu,1=两耳不闻窗外事
leby,1=乐而不淫
lebz,1=老而不死是为贼
lewf,1=乐而忘返
lewg,1=劳而无功
lfbu,1=流芳百世
lffw,1=龙飞凤舞
lfhm,1=鸾凤和鸣
lfhu,1=绿肥红瘦
lfix,1=龙凤呈祥
lflq,1=老夫老妻
lfmi,1=立方米
lfmm,1=两方面
lfqg,1=流芳千古
lfti,1=立方体
lfuq,1=老夫少妻
lfuv,1=轮番上阵
lfvs,1=两分钟
lfyf,1=罗敷有夫
lgdp,1=连滚带爬
lgdr,1=连锅端
lgdu,1=两个多小时
lgdv,1=两个多钟
lgdx,1=理工大学
lgdy,1=两个多月
lgfn,1=龙肝凤脑
lghu,1=泸沽湖
lgju,1=两国交兵，不斩来使
lgjy,1=立竿见影
lgke,1=理工科
lgqj,1=六根清净
lgrf,1=两个人
lgsk,1=卢甘斯克
lguz,1=立功赎罪
lgvb,1=立国之本
lgvs,1=两个钟
lgvt,1=两个钟头
lgvy,1=乐观主义
lgxk,1=劣根性
lgxq,1=两个星期
lgxu,1=两个小时
lgxy,1=理工学院
lgyc,1=流光溢彩
lgyt,1=两个月
lgzi,1=两个字
lhba,1=厉害吧
lhbc,1=脸红脖子粗
lhdb,1=灵活多变
lhdy,1=梨花带雨
lhet,1=落荒而逃
lhgo,1=联合国
lhhe,1=乐呵呵
lhhs,1=乱哄哄
lhiq,1=炉火纯青
lhjd,1=灵活机动
lhjj,1=烈火见真金
lhjk,1=老花镜
lhli,1=老黄历
lhlu,1=落花流水
lhly,1=两河流域
lhma,1=癞蛤蟆
lhmr,1=癞蛤蟆想吃天鹅肉
lhna,1=氯化钠
lhnq,1=老黄牛
lhpd,1=老虎屁股摸不得
lhqm,1=零花钱
lhti,1=老汉推车
lhtu,1=老糊涂
lhuh,1=老和尚
lhui,1=两回事
lhvf,1=联合政府
lhvi,1=兰花指
lhwh,1=联欢晚会
lhxd,1=两虎相斗
lhxg,1=利害相关
lhxk,1=灵活性
lhxt,1=脸红心跳
lhxv,1=两虎相争
lhyg,1=利害攸关
lhyy,1=落花有意
lhzu,1=拉祜族
libx,1=离愁别绪
libz,1=驴唇不对马嘴
liht,1=脸朝黄土背朝天
liiv,1=老成持重
lijf,1=六朝金粉
lijr,1=良辰吉日
limj,1=良辰美景
liyv,1=乱成一锅粥
lizz,1=乱臣贼子
ljbg,1=屡教不改
ljbp,1=路见不平
ljbv,1=屡禁不止
ljbx,1=屡见不鲜
ljdm,1=临界点
ljfg,1=廉洁奉公
ljfi,1=龙驹凤雏
ljfl,1=老骥伏枥
ljfm,1=棱角分明
ljfn,1=良家妇女
ljhu,1=老江湖
ljia,1=龙井茶
ljih,1=拉家常
ljil,1=老将出马，一个顶俩
ljim,1=老将出马
ljjh,1=老奸巨猾
ljjk,1=亮晶晶
ljjl,1=辣椒酱
ljll,1=廉价劳动力
ljpd,1=离经叛道
ljqn,1=立交桥
ljts,1=垃圾桶
ljtv,1=励精图治
ljty,1=浪迹天涯
ljub,1=乐极生悲
ljvj,1=拉锯战
ljxk,1=逻辑性
ljxl,1=垃圾箱
ljxu,1=落井下石
ljyb,1=略见一斑
ljyd,1=灵机一动
ljyx,1=了解一下
ljzl,1=廉洁自律
ljzx,1=乱箭攒心
lkgg,1=劳苦功高
lklf,1=滥砍滥伐
lkss,1=雷克萨斯
lkyk,1=雷克雅未克
lkyx,1=良苦用心
llbb,1=搂搂抱抱
llbt,1=浪里白条
lldf,1=落落大方
llex,1=量力而行
llfc,1=乱了分寸
llfi,1=沦落风尘
llfx,1=雷厉风行
llgh,1=落落寡欢
llhu,1=拦路虎
llid,1=两肋插刀
llii,1=拉拉扯扯
lljj,1=寥寥几句
lljv,1=淋漓尽致
llla,1=啦啦啦
lllj,1=理论联系实际
lllq,1=聊来聊去
llls,1=啰里啰嗦
llpw,1=拉郎配
llqk,1=朗朗乾坤
llqq,1=来来去去
llrx,1=笼络人心
llss,1=零零碎碎
lltt,1=玲珑剔透
lltx,1=勠力同心
lluh,1=理论上
lluk,1=朗朗上口
llur,1=寥寥数人
llus,1=流离失所
lluu,1=老老实实
lluy,1=寥寥数语
llvj,1=乱了阵脚
llvt,1=老来这一套
llvv,1=林林种种
llwf,1=流连忘返
llyx,1=聊了一下
llzh,1=老泪纵横
llzm,1=历历在目
llzz,1=林林总总
lmbd,1=连绵不断
lmbj,1=连绵不绝
lmbx,1=黎民百姓
lmdg,1=罗马帝国
lmdk,1=罗曼蒂克
