aaba,1=阿爸
idci,1=尺短寸长
idcl,1=茝
iddc,1=柴刀
iddj,1=拆单
iddm,1=沉甸甸
iddn,1=拆掉
iddu,1=抽刀断水
idfa,1=拆法
idff,1=拆分
idfg,1=拆封
idfi,1=拆
idfv,1=重蹈覆辙
idho,1=柴火
idhv,1=拆毁
idig,1=拆成
idir,1=拆穿
idiu,1=拆除
idji,1=船到江心补漏迟
idjm,1=拆建
idjp,1=拆借
idjx,1=唱独角戏
idjy,1=赤道几内亚
idkd,1=拆开
idle,1=拆了
idlh,1=豺狼
idlv,1=差旅
idqi,1=充电器
idqm,1=拆迁
idqq,1=拆东墙，补西墙
idqv,1=船到桥头自然直
idqy,1=超短裙
idrf,1=差人
idrl,1=侪
idsj,1=拆散
idtd,1=拆台
idtv,1=吹得天花乱坠
idtx,1=唱对台戏
idui,1=差事
idul,1=车到山前必有路
iduy,1=传道授业
idvc,1=豺
idvl,1=拆装
idvm,1=柴
idvq,1=沉得住气
idvx,1=赤胆忠心
idwi,1=虿
idxb,1=拆信
idxi,1=拆洗
idxm,1=拆线
idxp,1=拆卸
idxx,1=拆下
idyg,1=差
idyz,1=柴油
idzi,1=拆字
idzt,1=迟到早退
ieal,1=车
iebk,1=撤兵
iebw,1=充耳不闻
ieci,1=车次
iedc,1=车道
iedg,1=车灯
iedi,1=彻底
iedj,1=扯淡
iedk,1=车顶
iedr,1=扯断
ieds,1=扯动
iedv,1=车队
iedw,1=澈
iefe,1=出尔反尔
iefu,1=车夫
iefv,1=扯
iefw,1=车费
iegu,1=彻骨
iehc,1=车号
ieho,1=车祸
iehr,1=撤换
iehv,1=撤回
iehz,1=车后
ieia,1=彻查
ieid,1=彻
ieif,1=车臣
ieig,1=车程
ieil,1=车窗
ieir,1=车船
ieiu,1=扯出
ieji,1=车技
iejm,1=车间
ieju,1=车距
iejy,1=撤军
iekd,1=扯开
iekl,1=车况
ieku,1=车库
iele,1=撤了
ieli,1=撤离
iell,1=车辆
ielq,1=车流
iely,1=车轮
iema,1=车马
iemf,1=车门
ienw,1=车内
ieow,1=㬚
iepd,1=车牌
iepg,1=车棚
iepi,1=扯皮
iepk,1=扯平
iepn,1=车票
iepu,1=掣
ieqm,1=车钱
iesu,1=车速
ietd,1=车胎
ieti,1=坼
ietv,1=撤退
ietz,1=车头
ieuf,1=车身
ieuh,1=车上
ieui,1=车市
ieuz,1=车手
ieva,1=车闸
ievi,1=撤职
ievj,1=车站
ievu,1=车主
ievz,1=掣肘
iewj,1=除恶务尽
iewu,1=彻悟
ieww,1=车位
iexk,1=车型
iexl,1=车厢
iexm,1=车险
iexn,1=撤销
iexx,1=撤下
ieye,1=彻夜
ieyr,1=扯远
ieyu,1=惩恶扬善
iezd,1=车载
iezi,1=车子
iezz,1=撤走
ifai,1=尘埃
ifbc,1=晨报
ifbh,1=疢
ifbn,1=宸
ifcu,1=陈醋
ifdi,1=沉底
ifdj,1=沉
ifdm,1=沉淀
ifdn,1=唱反调
ifdy,1=春风得意
ifed,1=陈
iffg,1=尘封
iffu,1=沉浮
ifgk,1=嗔怪
ifgl,1=晨光
ifgv,1=陈规
ifhe,1=超负荷
ifho,1=陈货
ifhv,1=晨会
ifhx,1=称
ifhy,1=晨昏
ifif,1=沉沉
ifin,1=辰
ifir,1=沉船
ifiu,1=春风吹又生
ifjb,1=沉浸
ifji,1=趁机
ifjk,1=沉静
ifjq,1=陈旧
ifjw,1=除非己莫为
ifkb,1=嗔
ifkl,1=臣
ifku,1=衬裤
iflb,1=车匪路霸
ifle,1=吃饭了
iflm,1=晨练
iflp,1=陈列
ifly,1=沉沦
ifmb,1=臣民
ifme,1=郴
ifmf,1=沉闷
ifmi,1=沉迷
ifmm,1=沉湎
ifmo,1=沉默
ifmv,1=梣
ifni,1=沉溺
ifnl,1=陈酿
ifnm,1=陈年
ifny,1=嘲风弄月
ifob,1=瞋
ifon,1=晨
ifpc,1=晨跑
ifpi,1=陈皮
ifpl,1=乘风破浪
ifpu,1=长风破浪会有时
ifql,1=吃饭去了
ifqp,1=臣妾
ifqu,1=晨曲
ifqy,1=衬裙
ifre,1=趁热
ifru,1=沉入
ifrv,1=伧
ifsi,1=沉思
ifsm,1=𬘭
ifsu,1=陈诉
ifto,1=衬托
iftp,1=趁
ifts,1=沉痛
iftu,1=尘土
iftz,1=出风头
ifue,1=陈设
ifui,1=尘世
ifuj,1=衬衫
ifum,1=充分说明
ifuo,1=陈说
ifup,1=碜
ifuu,1=陈述
ifuv,1=沉睡
ifva,1=沉渣
ifvb,1=龀
ifve,1=趁着
ifvi,1=称职
ifvo,1=沉着
ifvs,1=沉重
ifwf,1=沉稳
ifwm,1=琛
ifxb,1=称心
ifxi,1=晨曦
ifxk,1=长方形
ifxt,1=尘
ifxv,1=忱
ifyb,1=沉吟
ifyd,1=春风一度
ifyi,1=衬衣
ifyj,1=谶
ifyr,1=尘缘
ifyv,1=谌
ifzc,1=趁早
ifzi,1=臣子
ifzv,1=沉醉
igba,1=称霸
igbc,1=承包
igbd,1=成败
igbf,1=成本
igbh,1=城邦
igbi,1=宬
igbj,1=承办
igbk,1=称病
igbw,1=成倍
igcd,1=成才
igda,1=澄
igdc,1=称道
igde,1=承德
igdg,1=称孤道寡
igdh,1=承当
igdi,1=称帝
igdj,1=承担
igdk,1=长歌当哭
igdu,1=成都
igdv,1=成对
igdw,1=澂
igfa,1=惩罚
igff,1=成分
igfh,1=城防
igfj,1=盛饭
igfo,1=成佛
igfu,1=城府
iggj,1=撑杆
iggo,1=成果
iggr,1=城管
iggs,1=成功
iggw,1=庱
iggz,1=承购
ighc,1=称号
ighl,1=橙黄
igho,1=成活
ighp,1=秤
ighr,1=承欢
ighs,1=橙红
ighu,1=称呼
ighw,1=程
ighx,1=称
ighy,1=成婚
igie,1=乘车
igif,1=称臣
igii,1=城池
igim,1=盛
igir,1=乘船
igit,1=蛏
igiu,1=惩处
igix,1=惩
igje,1=铛
igji,1=成绩
igjm,1=城建
igjn,1=成交
igjp,1=承接
igjq,1=成就
igjx,1=成家
igkd,1=撑开
igke,1=乘客
igkf,1=诚恳
igks,1=程控
igkw,1=呈
igla,1=丞
igle,1=成了
igli,1=成立
iglj,1=承揽
igll,1=乘凉
igls,1=成龙
iglv,1=成功率
iglx,1=陈规陋习
igma,1=橙
igmf,1=城门
igmg,1=承蒙
igmi,1=枨
igmj,1=吃干抹净
igmk,1=成名
igmm,1=春光明媚
igmt,1=柽
igmv,1=骋
igng,1=逞能
ignm,1=成年
igno,1=承诺
ignw,1=城内
igoi,1=晟
igot,1=塍
igpb,1=成品
igpi,1=成批
igpm,1=成片
igpo,1=撑破
igpw,1=裎
igqb,1=成亲
igqi,1=撑起
igqk,1=澄清
igql,1=城墙
igqn,1=乘
igqr,1=成全
igqu,1=城区
igqy,1=成群
igrf,1=承认
igrh,1=承让
igrj,1=诚然
igrr,1=偁
igru,1=诚如
igse,1=橙色
igsi,1=撑死
igsj,1=撑伞
igss,1=称颂
igtc,1=成套
igti,1=城
igtm,1=成天
igto,1=秤砣
igtr,1=赪
igtw,1=埕
igtz,1=城头
igug,1=乘胜
igui,1=城市
igul,1=成双
iguu,1=成熟
iguz,1=承受
igvc,1=诚招
igve,1=撑着
igvf,1=城镇
igvg,1=诚征
igvh,1=成长
igvi,1=诚挚
igvn,1=承
igvs,1=承重
igvu,1=撑住
igvv,1=常规战争
igwd,1=城外
igwf,1=成文
igwh,1=称王
igwi,1=珹
igwl,1=琤
igwu,1=乘务
igwv,1=成
igww,1=称为
igxa,1=憕
igxb,1=诚心
igxi,1=承袭
igxk,1=成型
igxl,1=城乡
igxm,1=呈现
igxn,1=成效
igxp,1=称谢
igxs,1=称雄
igxu,1=程序
igxx,1=城下
igxy,1=牚
igyb,1=成因
igyc,1=撑腰
igyh,1=重归于好
igyi,1=诚意
igyr,1=成员
igyu,1=成语
igyw,1=酲
igyy,1=承运
igzd,1=承载
igzi,1=橙子
igzj,1=称赞
igzm,1=陈谷子烂芝麻
igzo,1=乘坐
igzu,1=承租
igzw,1=逞
ihan,1=长安
ihao,1=鲳
ihap,1=厂
ihas,1=鲿
ihbw,1=常备
ihci,1=场次
ihco,1=菖
ihcy,1=长存
ihda,1=长达
ihdc,1=倡导
ihde,1=常德
ihdg,1=长凳
ihdi,1=场地
ihdj,1=趁火打劫
ihdr,1=长短
ihdu,1=长度
ihee,1=嫦娥
ihfa,1=长发
ihff,1=肠粉
ihfh,1=厂房
ihfj,1=常犯
ihfu,1=偿付
ihge,1=唱歌
ihgr,1=场馆
ihgs,1=唱功
ihgv,1=常规
ihgy,1=长棍
ihhe,1=场合
ihhj,1=楚河汉界
ihhr,1=偿还
ihhs,1=长虹
ihib,1=唇红齿白
ihig,1=长城
ihih,1=常常
ihik,1=诚惶诚恐
ihir,1=长串
ihiu,1=长处
ihiy,1=长春
ihji,1=娼妓
ihjk,1=场景
ihjl,1=长江
ihjm,1=常见
ihjp,1=长街
ihjq,1=长久
ihjr,1=长卷
ihjt,1=猖獗
ihju,1=长句
ihjx,1=厂家
ihkd,1=敞开
ihke,1=常客
ihkk,1=畅快
ihkl,1=猖狂
ihko,1=唱
ihks,1=长空
ihku,1=长裤
ihkz,1=敞口
ihld,1=常来
ihlh,1=长廊
ihli,1=厂里
ihll,1=敞亮
ihlm,1=春花烂漫
ihlp,1=蠢话连篇
ihlq,1=长流
ihlq,2=春寒料峭
ihls,1=吃喝拉撒
ihmc,1=长毛
ihmk,1=偿命
ihmm,1=场面
ihmo,1=阊
ihnj,1=嫦
ihnm,1=常年
ihno,1=娼
ihnw,1=场内
ihoo,1=昌
ihop,1=肠
ihpc,1=长跑
ihpd,1=吃喝嫖赌
ihpg,1=敞篷
ihpm,1=唱片
ihpn,1=唱票
ihqi,1=长期
ihqk,1=长青
ihql,1=唱腔
ihqo,1=猖
ihqr,1=长拳
ihqu,1=常去
ihqy,1=长裙
ihrf,1=常人
ihri,1=伥
ihrj,1=怅然
ihro,1=倡
ihrs,1=偿
ihrw,1=车毁人亡
ihso,1=场所
ihtd,1=常态
ihtj,1=畅谈
ihtn,1=冲昏头脑
ihtp,1=场
ihts,1=畅通
ihtt,1=成何体统
ihtu,1=长途
ihua,1=长沙
ihue,1=常设
ihug,1=长生
ihuh,1=厂商
ihui,1=尝试
ihuo,1=常说
ihup,1=畅
ihut,1=丑话说在前头
ihuu,1=常熟
ihuy,1=畅顺
ihuz,1=长寿
ihvd,1=偿债
ihve,1=唱着
ihvg,1=长征
ihvh,1=厂长
ihvi,1=厂址
ihvl,1=吹灰之力
ihvp,1=窗户纸一点就破
ihvu,1=常驻
ihwd,1=场外
ihwf,1=常温
ihwl,1=吃喝玩乐
ihwu,1=常务
ihww,1=肠胃
ihxb,1=鬯
ihxi,1=唱戏
ihxj,1=常
ihxk,1=惝
ihxl,1=畅想
ihxm,1=长线
ihxn,1=畅销
ihxs,1=尝
ihxt,1=长靴
ihxu,1=畅叙
ihxw,1=敞
ihxx,1=超乎想象
ihxy,1=裳
ihyb,1=畅饮
ihye,1=长夜
ihyh,1=徜徉
ihyi,1=倡议
ihyj,1=常言
ihyl,1=出乎意料
ihyo,1=昶
ihyr,1=长远
ihys,1=常用
ihyu,1=长于
ihyz,1=畅游
ihzi,1=厂子
ihzu,1=长足
ihzy,1=吹胡子瞪眼
iiay,1=豉
iiba,1=吃吧
iibc,1=吃饱
iibh,1=翅膀
iibi,1=赤壁
iibj,1=愁肠百结
iibk,1=痴
iibo,1=赤膊
iibq,1=踌躇不前
iibx,1=瘛
iicc,1=吃草
iicd,1=吃菜
iich,1=持仓
iicu,1=吃醋
iicy,1=尺寸
iidc,1=迟到
iidd,1=痴呆
iidk,1=吃定
iidm,1=吃点
iidn,1=吃掉
iido,1=褫夺
iidr,1=楚楚动人
iidu,1=尺度
iidy,1=迟钝
iiev,1=耻
iifc,1=持
iifd,1=摛
iifj,1=吃饭
iigd,1=魑
iigl,1=吃光
iigo,1=吃过
iigu,1=持股
iigy,1=弛
iihb,1=炽
iihc,1=吃好
iihe,1=吃喝
iihh,1=吃吃喝喝
iiho,1=吃货
iihr,1=迟缓
iihs,1=赤红
iihy,1=吃荤
iihz,1=赤橙黄绿青蓝紫
iiid,1=螭
iiig,1=驰骋
iiii,1=迟迟
iiir,1=吃穿
iijb,1=吃紧
iijh,1=重出江湖
iiji,1=驰骋疆场
iijj,1=长长久久
iijk,1=吃惊
iijn,1=赤脚
iijq,1=持久
iijx,1=持家
iika,1=持卡
iikb,1=叱
iikd,1=哧
iiki,1=嗤
iikl,1=楚楚可怜
iikq,1=吃
iiku,1=吃苦
iikv,1=吃亏
iild,1=迟来
iile,1=吃了
iilg,1=齿冷
iili,1=吃力
iilo,1=赤裸
iily,1=齿轮
iima,1=尺码
iimi,1=痴迷
iimk,1=驰名
iiml,1=初出茅庐
iimm,1=缠缠绵绵
iimu,1=迟暮
iimv,1=踌躇满志
iimy,1=驰
iind,1=吃奶
iinf,1=插翅难飞
iing,1=称臣纳贡
iini,1=媸
iinn,1=吵吵闹闹
iint,1=插翅难逃
iiob,1=匙
iiox,1=眵
iioy,1=胣
iipb,1=处处碰壁
iipd,1=斥
iipj,1=褫
iipk,1=持平
iipr,1=彳
iiqk,1=痴情
iiql,1=持枪
iire,1=炽热
iirf,1=吃人
iirk,1=佁
iirr,1=吵吵嚷嚷
iiru,1=耻辱
iirx,1=傺
iirz,1=吃肉
iisj,1=𫄨
iisu,1=吃素
iitd,1=坻
iith,1=池塘
iitn,1=墀
iitz,1=吃透
iiuf,1=赤身
iiui,1=吃屎
iiul,1=饬
iiun,1=尺
iiuw,1=敕
iiux,1=翅
iiuz,1=赤手
iiva,1=叱咤
iivb,1=唇齿之邦
iivd,1=吃斋
iive,1=吃着
iivi,1=迟滞
iivj,1=篪
iivk,1=笞
iivs,1=持重
iivu,1=吃住
iivx,1=吃穿住行
iivy,1=吃准
iiwj,1=吃完
iiwk,1=啻
iiwu,1=迟误
iiww,1=颤颤巍巍
iixb,1=痴心
iixl,1=吃相
iixm,1=尝尝鲜
iixn,1=耻笑
iixp,1=吃些
iixu,1=持续
iixw,1=瓻
iixy,1=唇齿相依
iiyc,1=吃药
iiyd,1=蠢蠢欲动
iiyi,1=迟疑
iiyj,1=迟延
iiyr,1=驰援
iiyy,1=绰绰有余
iiyz,1=持有
iizc,1=迟早
iize,1=斥责
iizi,1=尺子
iizk,1=踟
iizu,1=赤足
ijbc,1=传家宝
ijbl,1=单
ijbn,1=冁
ijbq,1=出简不出全
ijcr,1=蒇
ijda,1=澶
ijdg,1=超级大国
ijdi,1=产地
ijds,1=颤动
ijdt,1=瀍
ijdy,1=穿金戴银
ijdz,1=颤抖
ijed,1=巉
ijfa,1=阐发
ijfd,1=搀
ijfh,1=产房
ijfp,1=掺
ijfu,1=搀扶
ijgj,1=成就感
ijgk,1=韂
ijgm,1=初具规模
ijgt,1=廛
ijgv,1=馋鬼
ijhh,1=楚界汉河
ijhl,1=长江后浪推前浪
ijho,1=掺和
ijhv,1=忏悔
ijhz,1=产后
ijij,1=潺潺
ijik,1=蟾
ijil,1=蝉
ijiu,1=产出
ijix,1=初见成效
ijjd,1=镵
ijji,1=禅机
ijjp,1=缠结
ijjr,1=婵娟
ijju,1=镡
ijjx,1=产假
ijke,1=产科
ijkl,1=春节快乐
ijkt,1=吃尽苦头
ijle,1=觇
ijll,1=产量
ijlm,1=蝉联
ijlp,1=产
ijlr,1=产卵
ijlu,1=长颈鹿
ijlv,1=掣襟露肘
ijly,1=成家立业
ijmc,1=馋猫
ijmk,1=阐明
ijml,1=阐
ijmm,1=缠绵
ijmw,1=谄媚
ijmz,1=骣
ijng,1=产能
ijnl,1=婵
ijoe,1=旵
ijpb,1=产品
ijpk,1=铲平
ijpl,1=船坚炮利
ijqi,1=产期
ijqm,1=产前
ijqr,1=产权
ijqu,1=产区
ijrc,1=缠绕
ijrd,1=儳
ijro,1=孱弱
ijrx,1=出将入相
ijsh,1=成吉思汗
ijsl,1=缠
ijtr,1=重见天日
ijtu,1=创巨痛深
ijtv,1=蝉蜕
ijtz,1=长镜头
ijuf,1=缠身
ijug,1=产生
ijui,1=阐释
ijuq,1=触景生情
ijuu,1=阐述
ijuv,1=掺水
ijuy,1=羼
ijuz,1=孱
ijve,1=缠着
ijvh,1=禅杖
ijvi,1=产值
ijvj,1=长久之计
ijwr,1=颤
ijwu,1=产物
ijxn,1=产销
ijxq,1=忏
ijyb,1=颤音
ijyd,1=谗
ijye,1=产业
ijyj,1=谗言
ijyu,1=产于
ijyx,1=除旧迎新
ijza,1=掺杂
ijze,1=辿
ijzi,1=产自
ijzt,1=躔
ijzu,1=缠足
ijzv,1=馋嘴
ikbj,1=触控板
ikce,1=揣测
ikdh,1=插科打诨
ikdo,1=揣度
ikei,1=冲口而出
ikfe,1=揣
ikfj,1=搋
ikiv,1=出口成章
ikjm,1=吹糠见米
ikky,1=啜
ikmo,1=揣摩
iknl,1=吃苦耐劳
ikqi,1=喘口气
iktp,1=创可贴
ikur,1=出口伤人
ikxf,1=敞开心扉
ikze,1=踹
ikzq,1=吃亏在眼前
ilba,1=疮疤
ilbc,1=出类拔萃
ilbd,1=吃了豹子胆
ilbh,1=吃力不讨好
ilbj,1=创办
ilbm,1=床边
ilbu,1=吃粮不管事
ilbv,1=疮
ilbw,1=窗
ilbx,1=川流不息
ildd,1=豺狼当道
ildh,1=闯荡
ildj,1=床单
ildk,1=吃了大亏
ildm,1=床垫
ildv,1=重峦叠嶂
ilfm,1=初露锋芒
ilfn,1=出离愤怒
ilfw,1=差旅费
ilgm,1=床
ilgo,1=闯过
ilgr,1=闯关
ilhb,1=豺狼虎豹
ilho,1=闯祸
ilhu,1=窗户
ilhv,1=创汇
ilia,1=查了查
ilih,1=尝了尝
iljb,1=闯进
iljl,1=幢
iljm,1=创建
iljn,1=床脚
ilju,1=创举
ilkj,1=创刊
ilkl,1=噇
ilkx,1=乘龙快婿
ilkz,1=窗口
illi,1=创立
illk,1=窗棂
illm,1=窗帘
illo,1=赤裸裸
ilmd,1=出了名的
ilmm,1=创面
ilpb,1=处理品
ilpt,1=触类旁通
ilpu,1=床铺
ilpw,1=吃里扒外
ilqi,1=处理器
ilqj,1=春兰秋菊
ilqm,1=窗前
ilqz,1=吃了枪子
ilrd,1=创
ilrj,1=怆然
ilru,1=闯入
ilta,1=床榻
iltd,1=窗台
ilti,1=吹拉弹唱
ilts,1=创痛
iltv,1=垂帘听政
iltz,1=床头
iluh,1=床上
ilue,1=创设
ilui,1=创始
iluz,1=创收
ilvc,1=床罩
ilvd,1=初来乍到
ilvi,1=创制
ilvj,1=车轮战
ilwd,1=窗外
ilww,1=床位
ilxb,1=创新
ilxv,1=怆
ilxx,1=创下
ilye,1=创业
ilyi,1=创意
ilyj,1=吵了一架
ilyz,1=创优
ilzc,1=创造
ilzi,1=窗子
ilzo,1=创作
imbs,1=长命百岁
imbv,1=愁眉不展
imby,1=沉默不语
imfc,1=缠绵悱恻
imgy,1=沉默寡言
imhc,1=出谋划策
imjj,1=窗明几净
imjs,1=沉湎酒色
imju,1=瞠目结舌
imjx,1=触目惊心
imkl,1=愁眉苦脸
imld,1=车马劳顿
immk,1=重命名
impk,1=触摸屏
imqc,1=吹毛求疵
imuh,1=城门失火
imui,1=触摸式
imuj,1=沉默是金
imve,1=充满着
imvn,1=迟暮之年
imvv,1=臭名昭著
imvw,1=驰名中外
imwh,1=春梦无痕
imwi,1=出没无常
imwl,1=魑魅魍魉
imyi,1=柴米油盐酱醋茶
imyu,1=沉迷于
imyy,1=柴米油盐
imzw,1=出门在外
indj,1=吃奶的劲
inhk,1=春暖花开
inju,1=陈年旧事
injv,1=陈年旧账
inle,1=吃腻了
inli,1=超能力
inlj,1=陈年老酒
inly,1=长年累月
inpi,1=吹牛皮
inrf,1=成年人
invj,1=刹那之间
inyn,1=痴男怨女
inzo,1=处女座
iobi,1=辍笔
iohc,1=绰号
ioir,1=戳穿
ioiy,1=辍
ioji,1=戳记
ioky,1=啜
iopo,1=戳破
ioqi,1=啜泣
ioru,1=戳入
iosu,1=绰
iovr,1=龊
ioxg,1=戳
ioxt,1=辍学
ioxy,1=惙
iozu,1=逴
ipdl,1=长篇大论
ipdv,1=IP地址
ipld,1=长篇累牍
ipxu,1=长篇小说
iqbb,1=乘其不备
iqbf,1=春秋笔法
iqbh,1=惩前毖后
iqby,1=出其不意
iqdn,1=重启电脑
iqfr,1=锄强扶弱
iqil,1=潮起潮落
iqit,1=臭气冲天
iqjd,1=成群结队
iqld,1=陈腔滥调
iqle,1=出去了
iqll,1=充其量
iqlz,1=重起炉灶
iqqh,1=承前启后
iqql,1=春去秋来
iqry,1=差强人意
iqts,1=出气筒
iqui,1=重庆市
iquj,1=唇枪舌剑
iquw,1=成千上万
iqvg,1=春秋战国
iqvr,1=长驱直入
iqvu,1=出奇制胜
iqwy,1=除却巫山不是云
iqyl,1=长期以来
irbh,1=穿帮
irbj,1=宠辱不惊
irbk,1=传染病
irbm,1=传遍
irbo,1=传播
irbt,1=吃人不吐骨头
irbw,1=川贝
irby,1=吃软不吃硬
irbz,1=成人不自在
ircd,1=川菜
irch,1=船舱
irda,1=传达
irdc,1=传到
irdd,1=穿戴
irdi,1=传递
irdj,1=传单
irdt,1=趁热打铁
irdv,1=船队
irfu,1=船夫
irgo,1=穿过
irgs,1=串供
irgw,1=传给
irhc,1=穿好
irhh,1=串行
irhr,1=传唤
irhu,1=传呼
irhx,1=传话
iria,1=穿插
iric,1=传抄
irig,1=传承
irir,1=串串
iriu,1=传出
irjd,1=吃人家的嘴短
irjg,1=吃人家饭，受人家管
irji,1=钏
irjl,1=船桨
irjn,1=传教
irju,1=川剧
irkd,1=传开
irke,1=圌
irkz,1=串口
irld,1=传来
irlg,1=常任理事国
irlk,1=传令
irll,1=串
irlm,1=串联
irmf,1=串门
irmu,1=椽
irmw,1=传媒
irpl,1=川
irpn,1=船票
irpo,1=穿破
irqi,1=传奇
irqq,1=传球
irre,1=传热
irrf,1=传人
irrj,1=传染
irru,1=传入
irrv,1=传
irso,1=穿梭
irss,1=传送
irtd,1=出人头地
irto,1=堾
irts,1=传统
irtz,1=穿透
iruc,1=串烧
iruf,1=传神
iruh,1=穿上
irui,1=传世
irum,1=痴人说梦
iruo,1=传说
iruu,1=传输
iruz,1=传授
irve,1=穿着
irvf,1=传真
irvh,1=船长
irvi,1=船只
irvk,1=船
irvm,1=成人之美
irvo,1=穿着
irvu,1=船主
irvw,1=乘人之危
irwf,1=传闻
irwu,1=船坞
irww,1=超然物外
irxh,1=仇人相见，分外眼红
irxi,1=喘息
irxk,1=穿行
irxl,1=舛
irxm,1=船舷
irxn,1=传销
irxp,1=穿鞋
irxy,1=传讯
iryc,1=传谣
iryh,1=传扬
iryi,1=穿衣
iryj,1=传言
iryl,1=出人意料
iryr,1=船员
iryt,1=穿越
iryy,1=船运
irze,1=遄
irzh,1=川藏
isai,1=宠爱
isbd,1=崇拜
isbj,1=抽丝剥茧
isbl,1=宠
isbo,1=重播
iscc,1=虫草
isce,1=茺
isci,1=冲刺
iscs,1=差三错四
isda,1=重打
isdd,1=撑死胆大的
isde,1=㳘
isdh,1=充当
isdj,1=冲淡
isdm,1=充电
isdn,1=冲掉
isdp,1=重叠
isds,1=冲动
isdv,1=冲
isdx,1=漴
iser,1=宠儿
isex,1=崇
isff,1=充分
isfg,1=冲锋
isfj,1=重返
isfu,1=重复
isgc,1=崇高
isgo,1=冲过
isgz,1=重构
ishd,1=虫害
ishe,1=重合
ishk,1=宠坏
isho,1=重获
ishv,1=重回
ishy,1=重婚
isia,1=冲茶
isih,1=重唱
isii,1=充斥
isis,1=重重
isiu,1=冲出
isjb,1=冲进
isje,1=铳
isji,1=冲击
isjk,1=憧憬
isjm,1=重建
isju,1=重聚
isjy,1=充军
iskx,1=冲垮
isld,1=重来
islh,1=冲浪
isli,1=冲力
islj,1=沉思良久
isll,1=冲凉
islr,1=虫卵
isma,1=重码
ismj,1=充满
ismk,1=重名
ispa,1=重
ispo,1=冲破
ispw,1=充沛
isqi,1=重启
isqk,1=重庆
isru,1=冲入
isse,1=充塞
issi,1=楚虽三户，亡秦必楚
issu,1=重塑
issy,1=重孙
isti,1=重提
istm,1=冲天
istu,1=冲突
isua,1=冲杀
isue,1=重设
isuf,1=重申
isug,1=重生
isuh,1=崇尚
isui,1=充实
isuu,1=充数
isux,1=冲刷
isvd,1=虫
isve,1=冲着
isvf,1=重振
isvg,1=重整
isvi,1=充值
isvl,1=重装
isvv,1=垂死挣扎
iswe,1=珫
iswf,1=重温
iswu,1=宠物
isww,1=重围
isxb,1=重新
isxi,1=冲洗
isxk,1=宠幸
isxl,1=冲向
isxm,1=重现
isxn,1=冲销
isxp,1=重写
isxq,1=重修
isxt,1=充血
isxv,1=忡
isxx,1=重下
isya,1=虫牙
isyh,1=重阳
isyj,1=重演
isyu,1=充裕
isyy,1=畅所欲言
iszi,1=虫子
iszu,1=充足
iszz,1=冲走
itbi,1=丑态百出
itbl,1=丑态毕露
itbt,1=长痛不如短痛
itbu,1=长途跋涉
itdp,1=吹弹得破
itfy,1=尘土飞扬
itgn,1=传统观念
itgv,1=床头柜
itiw,1=彻头彻尾
itkp,1=吹弹可破
itmd,1=传统美德
itnn,1=出头鸟
itsq,1=垂头丧气
ittg,1=赤条条来去无牵挂
ittn,1=赤条条
ituh,1=传统社会
itvg,1=呈堂证供
itvr,1=出头之日
itwh,1=传统文化
itwz,1=畅通无阻
ityl,1=差太远了
ityq,1=串通一气
ityr,1=差太远
ityu,1=长叹一声
iuad,1=亍
iubb,1=出殡
iubf,1=出手不凡
iubj,1=出版
iubk,1=出兵
iubl,1=长生不老
iubu,1=初步
iubw,1=储备
iuby,1=成事不足，败事有余
iubz,1=成事不足
iucc,1=除草
iucd,1=出彩
iuch,1=储藏
iuci,1=初次
iuco,1=出错
iucy,1=储存
iudc,1=出道
iude,1=刍
iudf,1=雏
iudg,1=初等
iudh,1=滁
iudi,1=触底
iudm,1=触电
iudn,1=除掉
iudr,1=濋
iuds,1=触动
iudx,1=城市大学
iueh,1=除
iuel,1=亍
iuer,1=初二
iufa,1=出发
iuff,1=处分
iufh,1=厨房
iufj,1=触犯
iufk,1=摴
iufr,1=出水芙蓉
iuft,1=搐
iufw,1=除非
iugc,1=初稿
iugh,1=出港
iugj,1=触感
iugo,1=出国
iugv,1=出轨
iuhd,1=除害
iuhi,1=黜
iuhj,1=出汗
iuho,1=出货
iuhu,1=出乎
iuhx,1=初始化
iuic,1=厨
iuid,1=出差
iuie,1=䢺
iuif,1=除尘
iuig,1=出城
iuih,1=出场
iuij,1=出产
iuil,1=橱窗
iuis,1=除虫
iuiu,1=处处
iuiz,1=出丑
iujb,1=出尽
iuji,1=初级
iujj,1=常胜将军
iujk,1=出境
iujl,1=崇山峻岭
iujm,1=初见
iujn,1=触角
iujp,1=出借
iujt,1=处决
iuju,1=出局
iujx,1=出家
iukd,1=除开
iukj,1=触手可及
iukk,1=诚实可靠
iukq,1=赤手空拳
iuks,1=触控
iukz,1=出口
iuld,1=出来
iule,1=除了
iuli,1=处理
iull,1=储量
iulm,1=初恋
iulo,1=出落
iuls,1=出笼
iult,1=赤身裸体
iulu,1=出路
iuma,1=出马
iumc,1=橱
iumd,1=出卖
iume,1=柷
iumf,1=出门
iumk,1=出名
iuml,1=车水马龙
iumm,1=出面
iumo,1=触摸
iumr,1=楚
iumu,1=触目
iumw,1=杵
iuna,1=出纳
iund,1=初生牛犊
iunh,1=初生牛犊不怕虎
iunj,1=处男
iunm,1=初年
iunu,1=触怒
iunv,1=处女
iupb,1=出品
iupd,1=出牌
iupg,1=触碰
iupk,1=触屏
iupo,1=褚
iuqb,1=出勤
